J-Date,Date,Adj Close
1383-11-07,2005-01-26,289
1383-11-11,2005-01-30,289
1383-11-12,2005-01-31,287
1383-11-13,2005-02-01,286
1383-11-14,2005-02-02,285
1383-11-17,2005-02-05,284
1383-11-18,2005-02-06,278
1384-01-22,2005-04-11,89
1384-01-23,2005-04-12,88
1384-01-24,2005-04-13,87
1384-01-27,2005-04-16,91
1384-01-28,2005-04-17,91
1384-01-29,2005-04-18,91
1384-01-30,2005-04-19,90
1384-01-31,2005-04-20,88
1384-02-03,2005-04-23,89
1384-02-04,2005-04-24,89
1384-02-05,2005-04-25,88
1384-02-07,2005-04-27,89
1384-02-10,2005-04-30,89
1384-02-11,2005-05-01,89
1384-02-12,2005-05-02,89
1384-02-13,2005-05-03,87
1384-02-14,2005-05-04,87
1384-02-17,2005-05-07,86
1384-02-18,2005-05-08,85
1384-02-19,2005-05-09,85
1384-02-20,2005-05-10,85
1384-02-21,2005-05-11,85
1384-02-24,2005-05-14,85
1384-02-25,2005-05-15,84
1384-02-26,2005-05-16,83
1384-02-27,2005-05-17,82
1384-02-28,2005-05-18,81
1384-02-31,2005-05-21,79
1384-03-01,2005-05-22,79
1384-03-02,2005-05-23,79
1384-03-03,2005-05-24,79
1384-03-04,2005-05-25,79
1384-03-07,2005-05-28,80
1384-03-08,2005-05-29,80
1384-03-09,2005-05-30,79
1384-03-10,2005-05-31,79
1384-03-11,2005-06-01,79
1384-03-16,2005-06-06,78
1384-03-17,2005-06-07,78
1384-03-18,2005-06-08,78
1384-03-21,2005-06-11,77
1384-03-22,2005-06-12,77
1384-03-23,2005-06-13,77
1384-03-24,2005-06-14,76
1384-03-25,2005-06-15,76
1384-03-28,2005-06-18,76
1384-03-29,2005-06-19,75
1384-03-30,2005-06-20,74
1384-03-31,2005-06-21,73
1384-04-01,2005-06-22,73
1384-04-04,2005-06-25,72
1384-04-05,2005-06-26,72
1384-04-06,2005-06-27,72
1384-04-07,2005-06-28,72
1384-04-08,2005-06-29,71
1384-04-11,2005-07-02,70
1384-04-12,2005-07-03,69
1384-04-13,2005-07-04,68
1384-04-14,2005-07-05,67
1384-04-15,2005-07-06,67
1384-04-18,2005-07-09,67
1384-04-20,2005-07-11,66
1384-04-21,2005-07-12,66
1384-04-22,2005-07-13,65
1384-04-25,2005-07-16,65
1384-04-26,2005-07-17,64
1384-04-27,2005-07-18,63
1384-04-28,2005-07-19,63
1384-04-29,2005-07-20,62
1384-05-01,2005-07-23,62
1384-05-02,2005-07-24,63
1384-05-03,2005-07-25,63
1384-05-04,2005-07-26,64
1384-05-05,2005-07-27,64
1384-05-08,2005-07-30,64
1384-05-09,2005-07-31,65
1384-05-10,2005-08-01,65
1384-05-11,2005-08-02,65
1384-05-12,2005-08-03,64
1384-05-15,2005-08-06,64
1384-05-16,2005-08-07,64
1384-05-17,2005-08-08,64
1384-05-18,2005-08-09,63
1384-05-19,2005-08-10,63
1384-05-22,2005-08-13,63
1384-05-23,2005-08-14,63
1384-05-24,2005-08-15,63
1384-05-25,2005-08-16,62
1384-05-26,2005-08-17,62
1384-05-29,2005-08-20,62
1384-05-30,2005-08-21,61
1384-05-31,2005-08-22,61
1384-06-01,2005-08-23,61
1384-06-02,2005-08-24,60
1384-06-05,2005-08-27,60
1384-06-06,2005-08-28,60
1384-06-07,2005-08-29,60
1384-06-08,2005-08-30,60
1384-06-09,2005-08-31,59
1384-06-12,2005-09-03,59
1384-06-13,2005-09-04,59
1384-06-14,2005-09-05,59
1384-06-15,2005-09-06,58
1384-06-16,2005-09-07,58
1384-06-19,2005-09-10,58
1384-06-20,2005-09-11,58
1384-06-21,2005-09-12,57
1384-06-22,2005-09-13,57
1384-06-23,2005-09-14,57
1384-06-26,2005-09-17,57
1384-06-27,2005-09-18,57
1384-06-28,2005-09-19,56
1384-06-30,2005-09-21,56
1384-07-02,2005-09-24,56
1384-07-03,2005-09-25,56
1384-07-04,2005-09-26,56
1384-07-05,2005-09-27,56
1384-07-06,2005-09-28,56
1384-07-09,2005-10-01,56
1384-07-10,2005-10-02,56
1384-07-11,2005-10-03,55
1384-07-12,2005-10-04,55
1384-07-13,2005-10-05,55
1384-07-16,2005-10-08,55
1384-07-17,2005-10-09,55
1384-07-18,2005-10-10,55
1384-07-19,2005-10-11,54
1384-07-20,2005-10-12,53
1384-07-23,2005-10-15,53
1384-07-24,2005-10-16,53
1384-07-25,2005-10-17,52
1384-07-26,2005-10-18,52
1384-07-27,2005-10-19,54
1384-07-30,2005-10-22,54
1384-08-01,2005-10-23,54
1384-08-02,2005-10-24,54
1384-08-04,2005-10-26,54
1384-08-07,2005-10-29,54
1384-08-08,2005-10-30,55
1384-08-09,2005-10-31,55
1384-08-10,2005-11-01,55
1384-08-11,2005-11-02,55
1384-08-14,2005-11-05,55
1384-08-15,2005-11-06,55
1384-08-16,2005-11-07,55
1384-08-17,2005-11-08,55
1384-08-18,2005-11-09,55
1384-08-21,2005-11-12,55
1384-08-22,2005-11-13,55
1384-08-23,2005-11-14,55
1384-08-24,2005-11-15,55
1384-08-25,2005-11-16,55
1384-08-28,2005-11-19,55
1384-08-29,2005-11-20,55
1384-08-30,2005-11-21,55
1384-09-01,2005-11-22,55
1384-09-02,2005-11-23,55
1384-09-05,2005-11-26,55
1384-09-06,2005-11-27,57
1384-09-08,2005-11-29,57
1384-09-09,2005-11-30,57
1384-09-12,2005-12-03,59
1384-09-13,2005-12-04,59
1384-09-14,2005-12-05,60
1384-09-15,2005-12-06,60
1384-09-19,2005-12-10,60
1384-09-20,2005-12-11,60
1384-09-21,2005-12-12,60
1384-09-22,2005-12-13,60
1384-09-23,2005-12-14,60
1384-09-26,2005-12-17,60
1384-09-27,2005-12-18,60
1384-09-28,2005-12-19,60
1384-09-29,2005-12-20,60
1384-09-30,2005-12-21,60
1384-10-03,2005-12-24,60
1384-10-04,2005-12-25,60
1384-10-05,2005-12-26,60
1384-10-06,2005-12-27,60
1384-10-07,2005-12-28,60
1384-10-10,2005-12-31,60
1384-10-11,2006-01-01,60
1384-10-12,2006-01-02,60
1384-10-13,2006-01-03,60
1384-10-14,2006-01-04,60
1384-12-08,2006-02-27,54
1384-12-09,2006-02-28,54
1384-12-10,2006-03-01,54
1384-12-13,2006-03-04,54
1384-12-14,2006-03-05,54
1384-12-15,2006-03-06,54
1384-12-16,2006-03-07,54
1384-12-17,2006-03-08,54
1384-12-20,2006-03-11,54
1384-12-28,2006-03-19,44
1385-01-05,2006-03-25,44
1385-01-06,2006-03-26,44
1385-01-07,2006-03-27,44
1385-01-08,2006-03-28,44
1385-01-14,2006-04-03,44
1385-01-15,2006-04-04,44
1385-01-16,2006-04-05,44
1385-01-19,2006-04-08,44
1385-01-20,2006-04-09,44
1385-01-21,2006-04-10,44
1385-01-22,2006-04-11,44
1385-01-23,2006-04-12,44
1385-01-26,2006-04-15,44
1385-01-28,2006-04-17,44
1385-01-29,2006-04-18,44
1385-01-30,2006-04-19,44
1385-02-02,2006-04-22,44
1385-02-03,2006-04-23,43
1385-02-04,2006-04-24,43
1385-02-05,2006-04-25,43
1385-02-06,2006-04-26,43
1385-02-09,2006-04-29,43
1385-02-10,2006-04-30,43
1385-02-11,2006-05-01,43
1385-02-12,2006-05-02,43
1385-02-13,2006-05-03,43
1385-02-16,2006-05-06,43
1385-02-17,2006-05-07,43
1385-02-18,2006-05-08,43
1385-02-23,2006-05-13,43
1385-02-25,2006-05-15,43
1385-02-26,2006-05-16,43
1385-02-27,2006-05-17,43
1385-02-30,2006-05-20,43
1385-03-01,2006-05-22,42
1385-03-02,2006-05-23,42
1385-03-03,2006-05-24,42
1385-03-06,2006-05-27,42
1385-03-07,2006-05-28,42
1385-03-08,2006-05-29,42
1385-03-09,2006-05-30,42
1385-03-10,2006-05-31,42
1385-03-13,2006-06-03,42
1385-03-16,2006-06-06,42
1385-03-17,2006-06-07,42
1385-03-20,2006-06-10,42
1385-03-21,2006-06-11,42
1385-03-22,2006-06-12,42
1385-03-23,2006-06-13,42
1385-03-24,2006-06-14,42
1385-03-27,2006-06-17,42
1385-03-28,2006-06-18,42
1385-03-30,2006-06-20,42
1385-03-31,2006-06-21,42
1385-04-03,2006-06-24,42
1385-04-04,2006-06-25,42
1385-04-05,2006-06-26,42
1385-04-06,2006-06-27,42
1385-04-07,2006-06-28,42
1385-04-10,2006-07-01,42
1385-04-11,2006-07-02,42
1385-04-12,2006-07-03,41
1385-04-13,2006-07-04,41
1385-04-14,2006-07-05,41
1385-04-17,2006-07-08,41
1385-04-18,2006-07-09,41
1385-04-19,2006-07-10,41
1385-04-20,2006-07-11,41
1385-04-21,2006-07-12,41
1385-04-24,2006-07-15,41
1385-04-25,2006-07-16,41
1385-04-26,2006-07-17,41
1385-04-27,2006-07-18,41
1385-04-28,2006-07-19,41
1385-04-31,2006-07-22,41
1385-05-01,2006-07-23,41
1385-05-02,2006-07-24,40
1385-05-03,2006-07-25,40
1385-05-04,2006-07-26,40
1385-05-07,2006-07-29,40
1385-05-08,2006-07-30,40
1385-05-09,2006-07-31,40
1385-05-10,2006-08-01,40
1385-05-11,2006-08-02,40
1385-05-14,2006-08-05,40
1385-05-15,2006-08-06,40
1385-05-16,2006-08-07,40
1385-05-18,2006-08-09,40
1385-05-21,2006-08-12,40
1385-05-22,2006-08-13,40
1385-05-23,2006-08-14,40
1385-05-24,2006-08-15,40
1385-05-25,2006-08-16,40
1385-05-28,2006-08-19,40
1385-05-29,2006-08-20,40
1385-05-30,2006-08-21,40
1385-06-01,2006-08-23,40
1385-06-04,2006-08-26,40
1385-06-05,2006-08-27,40
1385-06-06,2006-08-28,40
1385-06-07,2006-08-29,40
1385-06-08,2006-08-30,40
1385-06-11,2006-09-02,40
1385-06-12,2006-09-03,40
1385-06-13,2006-09-04,40
1385-06-14,2006-09-05,41
1385-06-15,2006-09-06,42
1385-06-19,2006-09-10,42
1385-06-20,2006-09-11,41
1385-06-21,2006-09-12,40
1385-06-22,2006-09-13,40
1385-06-25,2006-09-16,41
1385-06-26,2006-09-17,41
1385-06-27,2006-09-18,41
1385-06-28,2006-09-19,40
1385-06-29,2006-09-20,40
1385-07-01,2006-09-23,40
1385-07-02,2006-09-24,40
1385-07-03,2006-09-25,40
1385-07-04,2006-09-26,40
1385-07-05,2006-09-27,40
1385-07-08,2006-09-30,40
1385-07-09,2006-10-01,40
1385-07-10,2006-10-02,40
1385-07-11,2006-10-03,40
1385-07-12,2006-10-04,40
1385-07-15,2006-10-07,40
1385-07-16,2006-10-08,40
1385-07-17,2006-10-09,40
1385-07-18,2006-10-10,40
1385-07-19,2006-10-11,40
1385-07-22,2006-10-14,40
1385-07-24,2006-10-16,40
1385-07-25,2006-10-17,40
1385-07-26,2006-10-18,40
1385-07-29,2006-10-21,40
1385-07-30,2006-10-22,39
1385-08-01,2006-10-23,39
1385-08-06,2006-10-28,39
1385-08-07,2006-10-29,39
1385-08-08,2006-10-30,39
1385-08-09,2006-10-31,39
1385-08-10,2006-11-01,39
1385-08-13,2006-11-04,39
1385-08-14,2006-11-05,39
1385-08-15,2006-11-06,39
1385-08-16,2006-11-07,39
1385-08-17,2006-11-08,39
1385-08-20,2006-11-11,39
1385-08-21,2006-11-12,38
1385-08-22,2006-11-13,38
1385-08-23,2006-11-14,38
1385-08-24,2006-11-15,38
1385-08-27,2006-11-18,38
1385-08-28,2006-11-19,38
1385-08-29,2006-11-20,38
1385-08-30,2006-11-21,38
1385-09-01,2006-11-22,38
1385-12-09,2007-02-28,31
1385-12-12,2007-03-03,31
1385-12-13,2007-03-04,30
1385-12-14,2007-03-05,30
1385-12-15,2007-03-06,30
1385-12-16,2007-03-07,30
1385-12-20,2007-03-11,30
1385-12-26,2007-03-17,31
1385-12-28,2007-03-19,31
1386-01-05,2007-03-25,31
1386-01-06,2007-03-26,31
1386-01-07,2007-03-27,31
1386-01-08,2007-03-28,31
1386-01-15,2007-04-04,31
1386-01-18,2007-04-07,31
1386-01-19,2007-04-08,31
1386-01-20,2007-04-09,31
1386-01-21,2007-04-10,31
1386-01-22,2007-04-11,31
1386-01-25,2007-04-14,31
1386-01-26,2007-04-15,31
1386-01-27,2007-04-16,31
1386-01-28,2007-04-17,31
1386-01-29,2007-04-18,31
1386-02-01,2007-04-21,31
1386-02-02,2007-04-22,31
1386-02-03,2007-04-23,30
1386-02-04,2007-04-24,30
1386-02-05,2007-04-25,30
1386-02-08,2007-04-28,30
1386-02-09,2007-04-29,30
1386-02-10,2007-04-30,30
1386-02-11,2007-05-01,30
1386-02-12,2007-05-02,30
1386-02-15,2007-05-05,30
1386-02-16,2007-05-06,30
1386-02-17,2007-05-07,30
1386-02-18,2007-05-08,30
1386-02-19,2007-05-09,30
1386-02-22,2007-05-12,30
1386-02-23,2007-05-13,29
1386-02-24,2007-05-14,29
1386-02-25,2007-05-15,29
1386-02-26,2007-05-16,29
1386-02-29,2007-05-19,29
1386-02-30,2007-05-20,29
1386-02-31,2007-05-21,29
1386-03-01,2007-05-22,29
1386-03-02,2007-05-23,29
1386-03-05,2007-05-26,28
1386-03-06,2007-05-27,28
1386-03-07,2007-05-28,28
1386-03-08,2007-05-29,28
1386-03-09,2007-05-30,28
1386-03-12,2007-06-02,28
1386-03-13,2007-06-03,28
1386-03-16,2007-06-06,28
1386-03-19,2007-06-09,28
1386-03-20,2007-06-10,28
1386-03-21,2007-06-11,28
1386-03-22,2007-06-12,28
1386-03-23,2007-06-13,28
1386-03-26,2007-06-16,28
1386-03-27,2007-06-17,28
1386-03-29,2007-06-19,28
1386-03-30,2007-06-20,28
1386-04-02,2007-06-23,28
1386-04-03,2007-06-24,28
1386-04-04,2007-06-25,28
1386-04-05,2007-06-26,27
1386-04-06,2007-06-27,27
1386-04-09,2007-06-30,27
1386-04-10,2007-07-01,27
1386-04-11,2007-07-02,27
1386-04-12,2007-07-03,27
1386-04-13,2007-07-04,27
1386-04-16,2007-07-07,27
1386-04-17,2007-07-08,27
1386-04-18,2007-07-09,27
1386-04-19,2007-07-10,27
1386-04-20,2007-07-11,27
1386-04-23,2007-07-14,27
1386-04-24,2007-07-15,27
1386-04-25,2007-07-16,27
1386-04-26,2007-07-17,27
1386-04-27,2007-07-18,27
1386-04-30,2007-07-21,27
1386-04-31,2007-07-22,27
1386-05-01,2007-07-23,27
1386-05-02,2007-07-24,27
1386-05-03,2007-07-25,27
1386-05-07,2007-07-29,27
1386-05-08,2007-07-30,27
1386-05-09,2007-07-31,27
1386-05-10,2007-08-01,28
1386-05-13,2007-08-04,28
1386-05-14,2007-08-05,28
1386-05-15,2007-08-06,28
1386-05-16,2007-08-07,28
1386-05-17,2007-08-08,28
1386-05-21,2007-08-12,28
1386-05-22,2007-08-13,28
1386-05-23,2007-08-14,28
1386-05-24,2007-08-15,28
1386-05-27,2007-08-18,29
1386-05-28,2007-08-19,29
1386-05-29,2007-08-20,29
1386-05-30,2007-08-21,29
1386-05-31,2007-08-22,29
1386-06-03,2007-08-25,29
1386-06-04,2007-08-26,29
1386-06-05,2007-08-27,30
1386-06-06,2007-08-28,30
1386-06-10,2007-09-01,30
1386-06-11,2007-09-02,30
1386-06-12,2007-09-03,30
1386-06-13,2007-09-04,30
1386-06-14,2007-09-05,30
1386-06-17,2007-09-08,30
1386-06-18,2007-09-09,30
1386-06-19,2007-09-10,30
1386-06-20,2007-09-11,31
1386-06-21,2007-09-12,31
1386-06-24,2007-09-15,31
1386-06-25,2007-09-16,31
1386-06-26,2007-09-17,31
1386-06-27,2007-09-18,31
1386-06-28,2007-09-19,31
1386-06-31,2007-09-22,31
1386-07-01,2007-09-23,31
1386-07-02,2007-09-24,32
1386-07-03,2007-09-25,32
1386-07-04,2007-09-26,32
1386-07-07,2007-09-29,32
1386-07-08,2007-09-30,32
1386-07-09,2007-10-01,32
1386-07-10,2007-10-02,32
1386-07-14,2007-10-06,32
1386-07-15,2007-10-07,32
1386-07-16,2007-10-08,32
1386-07-17,2007-10-09,32
1386-07-18,2007-10-10,33
1386-07-22,2007-10-14,34
1386-07-23,2007-10-15,34
1386-07-24,2007-10-16,35
1386-07-25,2007-10-17,36
1386-07-28,2007-10-20,36
1386-07-29,2007-10-21,37
1386-07-30,2007-10-22,37
1386-08-01,2007-10-23,38
1386-08-02,2007-10-24,38
1386-08-05,2007-10-27,39
1386-08-06,2007-10-28,38
1386-08-07,2007-10-29,38
1386-08-08,2007-10-30,37
1386-08-09,2007-10-31,37
1386-08-13,2007-11-04,37
1386-08-14,2007-11-05,37
1386-08-16,2007-11-07,37
1386-08-20,2007-11-11,37
1386-08-22,2007-11-13,37
1386-08-27,2007-11-18,37
1386-08-29,2007-11-20,36
1386-08-30,2007-11-21,35
1386-09-26,2007-12-17,34
1386-09-27,2007-12-18,34
1386-09-28,2007-12-19,34
1386-10-01,2007-12-22,34
1386-10-02,2007-12-23,34
1386-10-03,2007-12-24,34
1386-10-05,2007-12-26,34
1386-10-09,2007-12-30,34
1386-10-10,2007-12-31,34
1386-10-11,2008-01-01,34
1386-12-25,2008-03-15,29
1386-12-26,2008-03-16,29
1386-12-27,2008-03-17,29
1386-12-28,2008-03-18,29
1387-01-10,2008-03-29,29
1387-01-11,2008-03-30,29
1387-01-17,2008-04-05,29
1387-01-18,2008-04-06,29
1387-01-25,2008-04-13,29
1387-01-26,2008-04-14,29
1387-01-27,2008-04-15,29
1387-01-31,2008-04-19,29
1387-02-03,2008-04-22,29
1387-02-04,2008-04-23,29
1387-02-07,2008-04-26,28
1387-02-08,2008-04-27,28
1387-02-09,2008-04-28,29
1387-02-10,2008-04-29,29
1387-02-11,2008-04-30,28
1387-02-14,2008-05-03,28
1387-02-15,2008-05-04,28
1387-02-16,2008-05-05,28
1387-02-17,2008-05-06,28
1387-02-18,2008-05-07,28
1387-02-21,2008-05-10,28
1387-02-22,2008-05-11,29
1387-02-23,2008-05-12,30
1387-02-24,2008-05-13,30
1387-02-25,2008-05-14,30
1387-02-28,2008-05-17,29
1387-02-29,2008-05-18,29
1387-02-30,2008-05-19,29
1387-02-31,2008-05-20,29
1387-03-01,2008-05-21,29
1387-03-04,2008-05-24,29
1387-03-05,2008-05-25,29
1387-03-06,2008-05-26,28
1387-03-07,2008-05-27,28
1387-03-08,2008-05-28,28
1387-03-11,2008-05-31,28
1387-03-12,2008-06-01,28
1387-03-13,2008-06-02,28
1387-03-19,2008-06-08,28
1387-03-20,2008-06-09,28
1387-03-21,2008-06-10,27
1387-03-22,2008-06-11,27
1387-03-25,2008-06-14,27
1387-03-26,2008-06-15,27
1387-03-27,2008-06-16,27
1387-03-28,2008-06-17,27
1387-03-29,2008-06-18,27
1387-04-01,2008-06-21,27
1387-04-02,2008-06-22,27
1387-04-03,2008-06-23,27
1387-04-04,2008-06-24,27
1387-04-05,2008-06-25,28
1387-04-08,2008-06-28,28
1387-04-09,2008-06-29,28
1387-04-10,2008-06-30,28
1387-04-11,2008-07-01,28
1387-04-12,2008-07-02,28
1387-04-15,2008-07-05,28
1387-04-16,2008-07-06,28
1387-04-17,2008-07-07,28
1387-04-18,2008-07-08,28
1387-04-19,2008-07-09,28
1387-04-22,2008-07-12,28
1387-04-23,2008-07-13,28
1387-04-24,2008-07-14,28
1387-04-25,2008-07-15,28
1387-04-29,2008-07-19,28
1387-04-30,2008-07-20,29
1387-04-31,2008-07-21,29
1387-05-01,2008-07-22,29
1387-05-02,2008-07-23,29
1387-05-05,2008-07-26,29
1387-05-06,2008-07-27,29
1387-05-07,2008-07-28,29
1387-05-08,2008-07-29,29
1387-05-12,2008-08-02,29
1387-05-13,2008-08-03,29
1387-05-14,2008-08-04,30
1387-05-15,2008-08-05,31
1387-05-16,2008-08-06,32
1387-05-19,2008-08-09,32
1387-05-20,2008-08-10,33
1387-05-21,2008-08-11,34
1387-05-22,2008-08-12,35
1387-05-23,2008-08-13,36
1387-05-26,2008-08-16,36
1387-05-28,2008-08-18,36
1387-05-29,2008-08-19,37
1387-05-30,2008-08-20,37
1387-06-02,2008-08-23,37
1387-06-03,2008-08-24,37
1387-06-04,2008-08-25,36
1387-06-05,2008-08-26,36
1387-06-06,2008-08-27,36
1387-06-09,2008-08-30,36
1387-06-10,2008-08-31,36
1387-06-16,2008-09-06,36
1387-06-17,2008-09-07,36
1387-06-19,2008-09-09,35
1387-06-20,2008-09-10,34
1387-06-23,2008-09-13,34
1387-06-26,2008-09-16,33
1387-06-27,2008-09-17,32
1387-06-30,2008-09-20,32
1387-06-31,2008-09-21,32
1387-07-03,2008-09-24,32
1387-07-06,2008-09-27,31
1387-07-07,2008-09-28,30
1387-07-09,2008-09-30,30
1387-07-13,2008-10-04,30
1387-07-14,2008-10-05,30
1387-07-16,2008-10-07,30
1387-07-17,2008-10-08,29
1387-07-20,2008-10-11,29
1387-07-23,2008-10-14,28
1387-07-24,2008-10-15,28
1387-07-27,2008-10-18,28
1387-07-28,2008-10-19,28
1387-07-29,2008-10-20,28
1387-07-30,2008-10-21,28
1387-08-01,2008-10-22,28
1387-08-05,2008-10-26,28
1387-08-06,2008-10-27,28
1387-08-07,2008-10-28,28
1387-08-08,2008-10-29,27
1387-08-11,2008-11-01,27
1387-08-12,2008-11-02,27
1387-08-13,2008-11-03,27
1387-08-14,2008-11-04,27
1387-08-15,2008-11-05,27
1387-08-18,2008-11-08,27
1387-08-19,2008-11-09,27
1387-08-20,2008-11-10,27
1387-08-21,2008-11-11,27
1387-08-22,2008-11-12,27
1387-08-25,2008-11-15,27
1387-08-26,2008-11-16,27
1387-08-27,2008-11-17,27
1387-08-28,2008-11-18,27
1387-08-29,2008-11-19,28
1387-09-09,2008-11-29,27
1387-09-10,2008-11-30,27
1387-09-11,2008-12-01,27
1387-09-12,2008-12-02,27
1387-09-13,2008-12-03,27
1387-09-16,2008-12-06,26
1387-09-18,2008-12-08,26
1387-09-20,2008-12-10,26
1387-09-23,2008-12-13,26
1387-09-24,2008-12-14,26
1387-09-25,2008-12-15,26
1387-09-26,2008-12-16,26
1387-10-02,2008-12-22,26
1387-10-03,2008-12-23,26
1387-10-04,2008-12-24,25
1387-10-07,2008-12-27,25
1387-10-08,2008-12-28,25
1387-10-09,2008-12-29,25
1387-10-10,2008-12-30,25
1387-10-11,2008-12-31,25
1387-10-15,2009-01-04,25
1387-11-05,2009-01-24,26
1387-11-06,2009-01-25,25
1387-11-07,2009-01-26,25
1387-11-08,2009-01-27,24
1387-11-09,2009-01-28,24
1387-11-12,2009-01-31,25
1387-11-13,2009-02-01,24
1387-11-14,2009-02-02,24
1387-11-15,2009-02-03,24
1387-11-16,2009-02-04,23
1387-11-19,2009-02-07,23
1387-11-20,2009-02-08,23
1387-11-21,2009-02-09,23
1387-11-23,2009-02-11,23
1387-11-26,2009-02-14,23
1387-11-27,2009-02-15,23
1387-11-29,2009-02-17,23
1387-11-30,2009-02-18,23
1387-12-03,2009-02-21,23
1387-12-04,2009-02-22,23
1387-12-05,2009-02-23,23
1387-12-07,2009-02-25,22
1387-12-10,2009-02-28,23
1387-12-11,2009-03-01,24
1387-12-12,2009-03-02,24
1387-12-13,2009-03-03,23
1387-12-14,2009-03-04,23
1387-12-24,2009-03-14,22
1387-12-26,2009-03-16,19
1387-12-27,2009-03-17,19
1387-12-28,2009-03-18,19
1388-01-05,2009-03-25,19
1388-01-09,2009-03-29,19
1388-01-10,2009-03-30,19
1388-01-15,2009-04-04,19
1388-01-16,2009-04-05,19
1388-01-17,2009-04-06,20
1388-01-18,2009-04-07,20
1388-01-19,2009-04-08,20
1388-01-22,2009-04-11,20
1388-01-24,2009-04-13,20
1388-01-25,2009-04-14,20
1388-01-26,2009-04-15,20
1388-01-29,2009-04-18,20
1388-01-31,2009-04-20,20
1388-02-02,2009-04-22,20
1388-02-05,2009-04-25,20
1388-02-06,2009-04-26,20
1388-02-07,2009-04-27,20
1388-02-08,2009-04-28,20
1388-02-09,2009-04-29,20
1388-02-12,2009-05-02,20
1388-02-14,2009-05-04,21
1388-02-15,2009-05-05,22
1388-02-16,2009-05-06,22
1388-02-19,2009-05-09,22
1388-02-20,2009-05-10,23
1388-02-21,2009-05-11,24
1388-02-22,2009-05-12,24
1388-02-23,2009-05-13,25
1388-02-26,2009-05-16,25
1388-02-27,2009-05-17,26
1388-02-28,2009-05-18,27
1388-02-29,2009-05-19,27
1388-02-30,2009-05-20,28
1388-03-02,2009-05-23,29
1388-03-03,2009-05-24,29
1388-03-04,2009-05-25,29
1388-03-05,2009-05-26,29
1388-03-06,2009-05-27,29
1388-03-09,2009-05-30,30
1388-03-10,2009-05-31,31
1388-03-11,2009-06-01,31
1388-03-12,2009-06-02,32
1388-03-13,2009-06-03,32
1388-03-16,2009-06-06,32
1388-03-17,2009-06-07,32
1388-03-18,2009-06-08,33
1388-03-19,2009-06-09,33
1388-03-20,2009-06-10,34
1388-03-23,2009-06-13,34
1388-03-24,2009-06-14,33
1388-03-26,2009-06-16,33
1388-03-27,2009-06-17,32
1388-03-30,2009-06-20,31
1388-04-01,2009-06-22,31
1388-04-02,2009-06-23,33
1388-04-03,2009-06-24,31
1388-04-06,2009-06-27,31
1388-04-07,2009-06-28,31
1388-04-08,2009-06-29,31
1388-04-09,2009-06-30,31
1388-04-10,2009-07-01,31
1388-04-13,2009-07-04,31
1388-04-14,2009-07-05,31
1388-04-16,2009-07-07,31
1388-04-20,2009-07-11,30
1388-04-21,2009-07-12,30
1388-04-22,2009-07-13,30
1388-04-23,2009-07-14,30
1388-04-24,2009-07-15,29
1388-04-27,2009-07-18,29
1388-04-28,2009-07-19,29
1388-04-30,2009-07-21,29
1388-04-31,2009-07-22,29
1388-05-03,2009-07-25,29
1388-05-04,2009-07-26,29
1388-05-05,2009-07-27,29
1388-05-06,2009-07-28,30
1388-05-07,2009-07-29,29
1388-05-10,2009-08-01,29
1388-05-11,2009-08-02,29
1388-05-12,2009-08-03,29
1388-05-13,2009-08-04,29
1388-05-14,2009-08-05,30
1388-05-17,2009-08-08,31
1388-05-18,2009-08-09,31
1388-05-19,2009-08-10,31
1388-05-20,2009-08-11,31
1388-05-21,2009-08-12,31
1388-05-24,2009-08-15,32
1388-05-25,2009-08-16,32
1388-05-26,2009-08-17,32
1388-05-27,2009-08-18,32
1388-05-28,2009-08-19,33
1388-05-31,2009-08-22,33
1388-06-01,2009-08-23,34
1388-06-02,2009-08-24,34
1388-06-03,2009-08-25,34
1388-06-04,2009-08-26,34
1388-06-07,2009-08-29,34
1388-06-08,2009-08-30,34
1388-06-09,2009-08-31,33
1388-06-10,2009-09-01,33
1388-06-11,2009-09-02,33
1388-06-14,2009-09-05,33
1388-06-15,2009-09-06,32
1388-06-16,2009-09-07,33
1388-06-17,2009-09-08,33
1388-06-18,2009-09-09,33
1388-06-22,2009-09-13,32
1388-06-23,2009-09-14,33
1388-06-24,2009-09-15,32
1388-06-25,2009-09-16,32
1388-06-28,2009-09-19,32
1388-06-30,2009-09-21,34
1388-06-31,2009-09-22,33
1388-07-01,2009-09-23,34
1388-07-04,2009-09-26,34
1388-07-05,2009-09-27,34
1388-07-06,2009-09-28,35
1388-07-07,2009-09-29,34
1388-07-08,2009-09-30,34
1388-07-11,2009-10-03,36
1388-07-12,2009-10-04,36
1388-07-13,2009-10-05,35
1388-07-14,2009-10-06,37
1388-07-15,2009-10-07,37
1388-07-18,2009-10-10,37
1388-07-19,2009-10-11,38
1388-07-20,2009-10-12,36
1388-07-21,2009-10-13,38
1388-07-25,2009-10-17,36
1388-07-26,2009-10-18,36
1388-07-27,2009-10-19,36
1388-07-28,2009-10-20,36
1388-07-29,2009-10-21,36
1388-08-02,2009-10-24,36
1388-08-03,2009-10-25,37
1388-08-04,2009-10-26,37
1388-08-05,2009-10-27,36
1388-08-06,2009-10-28,37
1388-08-09,2009-10-31,38
1388-08-10,2009-11-01,38
1388-08-11,2009-11-02,37
