J-Date,Date,Adj Close,Ticker,Ticker(4)
1382-04-14,2003-07-05,92,وکار,KRAF
1382-04-15,2003-07-06,96,وکار,KRAF
1382-04-16,2003-07-07,101,وکار,KRAF
1382-04-17,2003-07-08,106,وکار,KRAF
1382-04-18,2003-07-09,111,وکار,KRAF
1382-04-21,2003-07-12,117,وکار,KRAF
1382-04-22,2003-07-13,123,وکار,KRAF
1382-04-23,2003-07-14,129,وکار,KRAF
1382-04-24,2003-07-15,135,وکار,KRAF
1382-04-25,2003-07-16,129,وکار,KRAF
1382-04-28,2003-07-19,122,وکار,KRAF
1382-04-29,2003-07-20,116,وکار,KRAF
1382-04-30,2003-07-21,118,وکار,KRAF
1382-04-31,2003-07-22,112,وکار,KRAF
1382-05-01,2003-07-23,112,وکار,KRAF
1382-05-04,2003-07-26,117,وکار,KRAF
1382-05-05,2003-07-27,123,وکار,KRAF
1382-05-06,2003-07-28,124,وکار,KRAF
1382-05-07,2003-07-29,125,وکار,KRAF
1382-05-08,2003-07-30,124,وکار,KRAF
1382-05-12,2003-08-03,122,وکار,KRAF
1382-05-13,2003-08-04,122,وکار,KRAF
1382-05-14,2003-08-05,117,وکار,KRAF
1382-05-15,2003-08-06,119,وکار,KRAF
1382-05-18,2003-08-09,122,وکار,KRAF
1382-05-19,2003-08-10,122,وکار,KRAF
1382-05-20,2003-08-11,122,وکار,KRAF
1382-05-21,2003-08-12,122,وکار,KRAF
1382-05-22,2003-08-13,122,وکار,KRAF
1382-05-25,2003-08-16,122,وکار,KRAF
1382-05-26,2003-08-17,122,وکار,KRAF
1382-05-27,2003-08-18,122,وکار,KRAF
1382-05-28,2003-08-19,122,وکار,KRAF
1382-05-29,2003-08-20,122,وکار,KRAF
1382-06-01,2003-08-23,122,وکار,KRAF
1382-06-02,2003-08-24,122,وکار,KRAF
1382-06-03,2003-08-25,122,وکار,KRAF
1382-06-04,2003-08-26,122,وکار,KRAF
1382-06-05,2003-08-27,128,وکار,KRAF
1382-06-08,2003-08-30,128,وکار,KRAF
1382-06-09,2003-08-31,128,وکار,KRAF
1382-06-10,2003-09-01,134,وکار,KRAF
1382-06-11,2003-09-02,141,وکار,KRAF
1382-06-12,2003-09-03,141,وکار,KRAF
1382-06-15,2003-09-06,141,وکار,KRAF
1382-06-16,2003-09-07,141,وکار,KRAF
1382-06-17,2003-09-08,141,وکار,KRAF
1382-06-18,2003-09-09,141,وکار,KRAF
1382-06-22,2003-09-13,141,وکار,KRAF
1382-06-23,2003-09-14,144,وکار,KRAF
1382-06-24,2003-09-15,144,وکار,KRAF
1382-06-25,2003-09-16,144,وکار,KRAF
1382-06-26,2003-09-17,146,وکار,KRAF
1382-07-05,2003-09-27,148,وکار,KRAF
1382-07-06,2003-09-28,144,وکار,KRAF
1382-07-07,2003-09-29,144,وکار,KRAF
1382-07-09,2003-10-01,137,وکار,KRAF
1382-07-12,2003-10-04,137,وکار,KRAF
1382-07-13,2003-10-05,136,وکار,KRAF
1382-07-14,2003-10-06,136,وکار,KRAF
