"","","","Loss","VaRGld","VaRNor"
"328","1398-01-25","2019-04-14","-0.450514298342597","1.81809896703464","1.7209674935414"
"329","1398-01-26","2019-04-15","-2.87622000005623","1.81456862365065","1.72146835182003"
"330","1398-01-27","2019-04-16","-0.0421108333615194","1.80907773723484","1.75440368995858"
"331","1398-01-28","2019-04-17","0.985318899532395","1.79960526387007","1.74727264757558"
"332","1398-01-31","2019-04-20","-2.20842413675246","1.75555316996953","1.71621503624772"
"333","1398-02-02","2019-04-22","0.0260828737072671","1.75710417787205","1.73098392027971"
"334","1398-02-03","2019-04-23","0.719341870145307","1.7536628712013","1.73524634577484"
"335","1398-02-04","2019-04-24","-0.452200584455476","1.75569670104458","1.73634628620011"
"336","1398-02-07","2019-04-27","-0.738518059546323","1.69361712881047","1.69064157681272"
"337","1398-02-08","2019-04-28","-1.90896086704466","1.57036466347738","1.58520133659122"
"338","1398-02-09","2019-04-29","-2.65214672705945","1.57158497898825","1.59253524070081"
"339","1398-02-10","2019-04-30","-0.822419710388012","1.57745368182993","1.61537868719163"
"340","1398-02-11","2019-05-01","-1.58766566139761","1.57531071693009","1.60347557108355"
"341","1398-02-14","2019-05-04","-2.01518584901095","1.77463061100951","1.51979621938247"
"342","1398-02-15","2019-05-05","0.237291397653472","1.35403206110073","1.42357802774188"
"343","1398-02-16","2019-05-06","3.74543156880662","1.35635583144264","1.43200504544553"
"344","1398-02-17","2019-05-07","3.5962279856891","1.78125853857641","1.52789986126638"
"345","1398-02-18","2019-05-08","-1.5002383674279","1.52245000594289","1.59457756215768"
"346","1398-02-21","2019-05-11","1.04124850682563","1.5212424368062","1.5881792604733"
"347","1398-02-22","2019-05-12","2.46154837357881","1.54238566488573","1.60793583010616"
"348","1398-02-23","2019-05-13","-1.78839745746426","1.63951889725572","1.67639578746385"
"349","1398-02-24","2019-05-14","-1.9045715592771","1.64911342092361","1.68167862041208"
"350","1398-02-25","2019-05-15","0.344684209948376","1.66446165263278","1.68420972888323"
"351","1398-02-28","2019-05-18","-0.816446647671576","1.66925752430232","1.68785852927225"
"352","1398-02-29","2019-05-19","-0.0487782881442911","1.67532699848123","1.68219830460094"
"353","1398-02-30","2019-05-20","0.461383667349757","1.66624814811148","1.67519021549147"
"354","1398-02-31","2019-05-21","-1.50830811150637","1.66391023559045","1.67378790031435"
"355","1398-03-01","2019-05-22","-0.0357922953702072","1.66373172279674","1.66102178427712"
"356","1398-03-04","2019-05-25","0.397874432747791","1.59586209451272","1.61793535792786"
"357","1398-03-05","2019-05-26","-1.50954004014192","1.56105156740243","1.59763096495518"
"358","1398-03-07","2019-05-28","-2.57706779534566","1.56459492893484","1.58668809283583"
"359","1398-03-08","2019-05-29","-0.546312019670125","1.49088593380727","1.54286507517229"
"360","1398-03-11","2019-06-01","0.934965632837859","1.45591964271587","1.51588094785309"
"361","1398-03-12","2019-06-02","-0.965075569968121","1.47880235734405","1.54221180090377"
"362","1398-03-13","2019-06-03","-1.08034265977857","1.48463006571562","1.54031993592407"
"363","1398-03-18","2019-06-08","0.0419501909332709","1.48324898854231","1.52711400101066"
"364","1398-03-19","2019-06-09","-1.27902737054928","1.47864694537466","1.53520741634625"
"365","1398-03-20","2019-06-10","-0.199488629471567","1.47688645678345","1.53435406997434"
"366","1398-03-21","2019-06-11","-0.151794879578127","1.47660688423766","1.53577808343975"
"367","1398-03-22","2019-06-12","-1.17909775259619","1.47599002346386","1.5345803559892"
"368","1398-03-25","2019-06-15","-0.348605387469014","1.48595113594474","1.53062233005566"
"369","1398-03-26","2019-06-16","-1.71579306710292","1.46640667287502","1.51548303811881"
"370","1398-03-27","2019-06-17","0.0249800108733211","1.48059485080401","1.51249723706268"
"371","1398-03-28","2019-06-18","0.426039374178089","1.4825072580915","1.51434631842453"
"372","1398-03-29","2019-06-19","0.961307123498401","1.49267967714995","1.528530563869"
"373","1398-04-01","2019-06-22","0.423794620830265","1.51952317991535","1.55650822919642"
"374","1398-04-02","2019-06-23","-1.51645223953274","1.52855075155985","1.56942890032594"
"375","1398-04-03","2019-06-24","-2.12837285819187","1.58617249693145","1.56434440825977"
"376","1398-04-04","2019-06-25","-1.03784908665148","1.58714532722569","1.55995031499878"
"377","1398-04-05","2019-06-26","-1.40948884462375","1.58371466579463","1.55367081887793"
"378","1398-04-09","2019-06-30","0.0180241508013879","1.58577949623137","1.55153296329851"
"379","1398-04-10","2019-07-01","0.569146839893087","1.58779510882151","1.55309434306429"
"380","1398-04-11","2019-07-02","-0.465646269371334","1.79103983280748","1.56780508555864"
"381","1398-04-12","2019-07-03","-0.268734377716839","1.59347681789518","1.55664315850285"
"382","1398-04-15","2019-07-06","1.41526374871166","1.69649117222502","1.48538939701232"
"383","1398-04-16","2019-07-07","-0.407365496899992","1.74690587763376","1.52685423561131"
"384","1398-04-17","2019-07-08","-1.13178510269325","1.74295307318723","1.52306535242019"
"385","1398-04-18","2019-07-09","0.215475473691029","1.73039519988312","1.50980909774834"
"386","1398-04-19","2019-07-10","-0.363608889784395","1.70329233466354","1.49011321446976"
"387","1398-04-22","2019-07-13","-0.392982013549492","1.50109818087822","1.47337913196421"
"388","1398-04-23","2019-07-14","-1.17926849212431","1.49889886111506","1.47128658433226"
"389","1398-04-24","2019-07-15","0.108309434632581","1.49377490148846","1.46378166515555"
"390","1398-04-25","2019-07-16","2.81668050636785","1.48951368977811","1.46073077525315"
"391","1398-04-26","2019-07-17","-0.211861349256814","1.55311169791627","1.51720674365922"
"392","1398-04-29","2019-07-20","0.14313875262939","1.55288463396865","1.51968813498987"
"393","1398-04-30","2019-07-21","-1.29983950628585","1.55764524165084","1.52509767517677"
"394","1398-04-31","2019-07-22","-1.35075685404669","1.56710445853382","1.5177515104364"
"395","1398-05-01","2019-07-23","0.705287961253376","1.57511550525984","1.50829821790684"
"396","1398-05-02","2019-07-24","-0.629307775696297","1.59001731053507","1.51710504755168"
"397","1398-05-05","2019-07-27","0.233281968248278","1.57825348157719","1.50213730677009"
"398","1398-05-06","2019-07-28","-0.0195402260748878","1.58120472292757","1.50409286929771"
"399","1398-05-07","2019-07-29","-0.064816082679009","1.5614339285772","1.49162127084018"
"400","1398-05-08","2019-07-30","-0.16217297885941","1.56320393306002","1.49535053651234"
"401","1398-05-09","2019-07-31","-0.610081290093945","1.56339968845868","1.49855130197678"
"402","1398-05-12","2019-08-03","-0.00322263959358082","1.55467621021186","1.50046805148934"
"403","1398-05-13","2019-08-04","-0.422092217370107","1.55275577975125","1.48694861681852"
"404","1398-05-14","2019-08-05","-0.45604735088105","1.54516888394336","1.49024520954526"
"405","1398-05-15","2019-08-06","0.463170050340089","1.54519654396964","1.49026898632127"
"406","1398-05-16","2019-08-07","0.136564292102292","1.50786785588013","1.46863055304052"
"407","1398-05-19","2019-08-10","-0.0560660128302359","1.51287959087431","1.47545879635179"
"408","1398-05-20","2019-08-11","-0.222934128035845","1.49402585738206","1.46375344839519"
"409","1398-05-22","2019-08-13","-0.476048974813992","1.49273696034227","1.46130908218181"
"410","1398-05-23","2019-08-14","-1.65650599378964","1.48807701931641","1.45342942507429"
"411","1398-05-26","2019-08-17","-0.00547057148292396","1.45924067039965","1.42340786501581"
"412","1398-05-27","2019-08-18","0.158423364932325","1.46107976335379","1.42547223380503"
"413","1398-05-28","2019-08-19","-0.743991689829748","1.4667370632404","1.42985181088848"
"414","1398-05-30","2019-08-21","-1.2044717561162","1.46482347630073","1.43052407167523"
"415","1398-06-02","2019-08-24","-1.43960862202821","1.46008742063368","1.42793195555904"
"416","1398-06-03","2019-08-25","0.282190066776167","1.47217516404182","1.42389158817141"
"417","1398-06-04","2019-08-26","-2.07562316279475","1.4795207985962","1.43676024370039"
"418","1398-06-05","2019-08-27","-1.3005167379907","1.48388495980032","1.44278247832614"
"419","1398-06-06","2019-08-28","-0.0735894902909706","1.49003444469002","1.44213105461343"
"420","1398-06-09","2019-08-31","-1.94183894918094","1.47705189573815","1.44573197651785"
"421","1398-06-10","2019-09-01","-0.692886995589426","1.4780364481518","1.44900560889019"
"422","1398-06-11","2019-09-02","1.07247010084617","1.480950552557","1.44548115127802"
"423","1398-06-12","2019-09-03","-0.883136134415707","1.5250809647594","1.47460450836006"
"424","1398-06-13","2019-09-04","-1.59964616507793","1.5238625009484","1.47488266540452"
"425","1398-06-16","2019-09-07","-1.51276842379318","1.52374725730763","1.47018945217854"
"426","1398-06-17","2019-09-08","-0.720476541538595","1.53395266043425","1.46161606299544"
"427","1398-06-20","2019-09-11","-1.07227474494156","1.53453014178774","1.46133468815856"
"428","1398-06-23","2019-09-14","-1.49885961098342","1.53776871455972","1.46064582870296"
"429","1398-06-24","2019-09-15","0.680361945386565","1.54997776940532","1.4561491539555"
"430","1398-06-25","2019-09-16","-1.15780524739257","1.567587799248","1.47895887582406"
"431","1398-06-26","2019-09-17","1.26156423676651","1.56307386031176","1.47555753450168"
"432","1398-06-27","2019-09-18","2.6552561223399","1.6123385214226","1.51298059672117"
"433","1398-06-30","2019-09-21","-1.19823181033922","1.73970398307277","1.6054493952988"
"434","1398-06-31","2019-09-22","-1.46414132917236","1.74781492494605","1.58467986685813"
"435","1398-07-01","2019-09-23","-3.05375153026528","1.76023832917324","1.5780964152006"
"436","1398-07-02","2019-09-24","-0.235730764359587","1.72272863091895","1.57282890296723"
"437","1398-07-03","2019-09-25","-0.703049436165237","1.71181347209179","1.57081745519849"
"438","1398-07-06","2019-09-28","-1.77003582913624","1.71274575225359","1.56310517984831"
"439","1398-07-07","2019-09-29","0.555655775877106","1.70057690693636","1.54243831373552"
"440","1398-07-08","2019-09-30","-2.00807268167207","1.71897112711117","1.55860399526046"
"441","1398-07-09","2019-10-01","-0.42784067819408","1.72857737002835","1.56208398748901"
"442","1398-07-10","2019-10-02","-0.00585696165220639","1.71553945099704","1.56200463199505"
"443","1398-07-13","2019-10-05","-0.363807613440414","1.71223769564622","1.55520196754955"
"444","1398-07-14","2019-10-06","2.19228682730996","1.70768875244237","1.55841596232288"
"445","1398-07-15","2019-10-07","-0.218774132165045","1.79377179061547","1.62903974666028"
"446","1398-07-16","2019-10-08","2.0271729051613","1.78036095303892","1.62808043227061"
"447","1398-07-17","2019-10-09","0.452799884547339","1.86260542840823","1.67996974335725"
"448","1398-07-20","2019-10-12","-2.8377195340278","1.6873178900115","1.54015010442922"
"449","1398-07-21","2019-10-13","-1.27452436457247","1.66751734868274","1.40863169702211"
"450","1398-07-22","2019-10-14","1.95628209616334","1.66401729351811","1.407656671534"
"451","1398-07-23","2019-10-15","3.46466754948622","1.70623983806995","1.44146131714037"
"452","1398-07-24","2019-10-16","-0.213831142652587","1.61197414403719","1.49845448804745"
"453","1398-07-28","2019-10-20","2.70025443120012","1.59914693793685","1.50025398640428"
"454","1398-07-29","2019-10-21","-0.259127508747348","1.71354684591572","1.59267327594184"
"455","1398-07-30","2019-10-22","-2.0121631294824","1.7038524703547","1.58370336032403"
"456","1398-08-01","2019-10-23","0.816551724227921","1.71125446685914","1.58944252801218"
"457","1398-08-04","2019-10-26","0.773995283664952","1.73812966864124","1.60634550718691"
"458","1398-08-06","2019-10-28","-0.827053790657395","1.75026303285205","1.61339928566367"
"459","1398-08-08","2019-10-30","-1.19923884316346","1.74231238131308","1.61239353096519"
"460","1398-08-11","2019-11-02","0.301136320154782","1.75201329878473","1.60547845121552"
"461","1398-08-12","2019-11-03","-0.0746975343265177","1.74911615313884","1.60363843808584"
"462","1398-08-13","2019-11-04","1.39641736980582","1.73640490906505","1.60877674814644"
"463","1398-08-14","2019-11-05","-0.21530813483519","1.78411972059906","1.63232636750994"
"464","1398-08-18","2019-11-09","-0.172024517214631","1.78144828783419","1.63513351231299"
"465","1398-08-19","2019-11-10","1.00675453630359","1.7497983558524","1.6141827712269"
"466","1398-08-20","2019-11-11","-0.378746378517114","1.77627358552103","1.64169405471604"
"467","1398-08-21","2019-11-12","-0.888051255166999","1.76712106871522","1.64418031095464"
"468","1398-08-22","2019-11-13","-0.142989980850317","1.77259049973599","1.63698651880562"
"469","1398-08-25","2019-11-16","0.0678523866959324","1.7601064583182","1.64128831985494"
"470","1398-08-26","2019-11-17","1.49214949728673","1.76254829289801","1.64463284824141"
"471","1398-08-27","2019-11-18","-0.127490051841406","1.81862332785245","1.6814230217655"
"472","1398-08-28","2019-11-19","-0.646084628031929","1.8071818079071","1.68586503628289"
"473","1398-08-29","2019-11-20","-0.101199725540013","1.81072516732266","1.6839958123132"
"474","1398-09-02","2019-11-23","-0.204873974311681","1.79647817656893","1.68494739063856"
"475","1398-09-03","2019-11-24","-0.0495586752952804","1.79515013486184","1.68227002472017"
"476","1398-09-04","2019-11-25","-0.880166762796897","1.78435253801168","1.67489790293313"
"477","1398-09-05","2019-11-26","-0.377305520000526","1.75915679770159","1.64977236078781"
"478","1398-09-06","2019-11-27","-0.511152017446115","1.74667911117603","1.63888388891354"
"479","1398-09-09","2019-11-30","-1.07310183540843","1.73380348404782","1.63816173481329"
"480","1398-09-10","2019-12-01","-1.28941252535899","1.73234849151164","1.62855586594396"
"481","1398-09-11","2019-12-02","-0.477190698101104","1.7357871189286","1.62934383569447"
"482","1398-09-12","2019-12-03","-0.193320218482818","1.72278281180296","1.62923614524848"
"483","1398-09-13","2019-12-04","-0.532688135633741","1.720065240197","1.62673908951576"
"484","1398-09-16","2019-12-07","-1.56794070675392","1.7014989405129","1.61198151455054"
"485","1398-09-17","2019-12-08","-1.49728937491904","1.71576995760659","1.61305513409167"
"486","1398-09-18","2019-12-09","-0.964997571651693","1.73116876335869","1.6116931372649"
"487","1398-09-19","2019-12-10","-1.0788782341896","1.68097775583582","1.57169156205636"
"488","1398-09-20","2019-12-11","0.0140832414079028","1.69086616862733","1.56935989900492"
"489","1398-09-23","2019-12-14","-1.14409437813361","1.68258040222108","1.57625992700458"
"490","1398-09-24","2019-12-15","-0.239538006867335","1.68514377708775","1.56625377477236"
"491","1398-09-25","2019-12-16","-0.108190117853013","1.68469325949575","1.56746014631452"
"492","1398-09-26","2019-12-17","-0.689399241604427","1.68485780001641","1.57042469828797"
"493","1398-09-27","2019-12-18","-0.990235622393065","1.67702645034394","1.57080449968735"
"494","1398-09-30","2019-12-21","-1.04331468050294","1.68004553020482","1.56231285131509"
"495","1398-10-01","2019-12-22","-0.766665290908364","1.55674749201692","1.45815487496348"
"496","1398-10-02","2019-12-23","-0.738573245409135","1.56125665327222","1.45393026041576"
"497","1398-10-03","2019-12-24","-0.802027732949462","1.55722931145875","1.44467375187783"
"498","1398-10-04","2019-12-25","0.323745004702936","1.54963274429163","1.44445706945623"
"499","1398-10-07","2019-12-28","-1.79599061443856","1.55139870585147","1.45656070408556"
"500","1398-10-08","2019-12-29","-0.569002921207407","1.53500619395579","1.43949225711956"
"501","1398-10-09","2019-12-30","-1.56127547037883","1.53438409410802","1.43986717336327"
"502","1398-10-10","2019-12-31","-0.389311487786514","1.53668283950899","1.43017037897841"
"503","1398-10-11","2020-01-01","-1.8623285315666","1.53295825443625","1.4256506213725"
"504","1398-10-14","2020-01-04","4.4629833567237","1.54366948401272","1.42313038740602"
"505","1398-10-15","2020-01-05","0.414295244819307","1.76191712063061","1.62887000034098"
"506","1398-10-17","2020-01-07","1.92435836656415","1.7804753899458","1.64218358066654"
"507","1398-10-18","2020-01-08","1.41319790776055","1.86411673280909","1.69351317928042"
"508","1398-10-21","2020-01-11","-1.68153430894229","1.92563693831578","1.73053303444132"
"509","1398-10-22","2020-01-12","-4.30895029389244","1.94144159040443","1.73053040717689"
"510","1398-10-23","2020-01-13","-4.27014029509323","1.89358275972407","1.77857661455021"
"511","1398-10-24","2020-01-14","-0.98336856479353","1.83982383806431","1.82460374566781"
"512","1398-10-25","2020-01-15","-0.888335485594993","1.83103403762589","1.81680095759341"
"513","1398-10-28","2020-01-18","-2.59888574203533","1.82515523236906","1.81142214957621"
"514","1398-10-29","2020-01-19","-0.17839370020063","1.84306929215505","1.81820725622326"
"515","1398-10-30","2020-01-20","0.21613598040684","1.84518963501732","1.8242542698474"
"516","1398-11-01","2020-01-21","0.93131887548914","1.85085190790963","1.82777303793876"
"517","1398-11-02","2020-01-22","-1.27326001322245","1.90756983617022","1.84393241541509"
"518","1398-11-05","2020-01-25","-1.39830974673796","1.87382483148041","1.84240183471357"
"519","1398-11-06","2020-01-26","-0.313798271752397","1.91837579131515","1.84248761734256"
"520","1398-11-07","2020-01-27","-0.561516313927157","1.90660635206306","1.84745045419117"
"521","1398-11-08","2020-01-28","-1.52664996510463","1.86144946169324","1.83654783358931"
"522","1398-11-12","2020-02-01","0.223713399017811","1.85332683829851","1.83306041133054"
"523","1398-11-13","2020-02-02","-0.475678678077784","1.8935780774383","1.8455533174081"
"524","1398-11-14","2020-02-03","-2.45964064528419","1.86178730078643","1.84104760788888"
"525","1398-11-15","2020-02-04","-0.300064167043423","1.88735256749475","1.84681496958667"
"526","1398-11-16","2020-02-05","-1.2854355314543","1.88625803278271","1.85022613710616"
"527","1398-11-19","2020-02-08","-1.54624613740317","1.85006831525729","1.81880891390466"
"528","1398-11-20","2020-02-09","-0.391466445337585","1.83779962010352","1.81840592613101"
"529","1398-11-21","2020-02-10","1.65602477904425","1.84594920478278","1.82217899891173"
"530","1398-11-23","2020-02-12","-2.63252575876916","1.90499146573226","1.8706018500929"
"531","1398-11-26","2020-02-15","-0.63161670371592","1.91600588906641","1.88003645387062"
"532","1398-11-27","2020-02-16","-2.30267134688393","1.91006912657956","1.88208574832063"
"533","1398-11-28","2020-02-17","-0.855725529219775","1.91234030577294","1.88793218126653"
"534","1398-11-29","2020-02-18","0.988971349971557","1.88659241925156","1.86716919358593"
"535","1398-11-30","2020-02-19","-1.39564086264663","1.91991978144291","1.89619044684105"
"536","1398-12-03","2020-02-22","-0.633449264291208","1.87844008473184","1.85966332561004"
"537","1398-12-04","2020-02-23","-3.48897555978542","1.75720158103697","1.7722305095914"
"538","1398-12-05","2020-02-24","-0.96372296080105","1.75693686879943","1.79943289682437"
"539","1398-12-06","2020-02-25","-2.89127896828436","1.74947625242854","1.80011914802518"
"540","1398-12-07","2020-02-26","-1.02425787797298","1.75078490306774","1.79705526471547"
"541","1398-12-10","2020-02-29","3.5063981440608","1.75476866487866","1.79070592989092"
"542","1398-12-11","2020-03-01","-1.91557637464133","1.91751881564055","1.92024388590764"
"543","1398-12-12","2020-03-02","-2.63110916611211","1.91844458285606","1.9210704683033"
"544","1398-12-13","2020-03-03","-2.77759332436656","1.91010990854233","1.91018083298239"
"545","1398-12-14","2020-03-04","-1.98841303156598","1.91098160778202","1.91873429640716"
"546","1398-12-17","2020-03-07","1.08346871124727","1.92791120314917","1.91564778462376"
"547","1398-12-19","2020-03-09","2.73313409104485","1.96830880910126","1.93841204609578"
"548","1398-12-20","2020-03-10","2.75690876392964","2.091782324526","2.02328596230862"
"549","1398-12-21","2020-03-11","-0.0700921735933946","2.11975236832547","2.04615223834271"
"550","1398-12-24","2020-03-14","3.41644897683224","2.1226372205698","2.04808053190284"
"551","1398-12-25","2020-03-15","1.67151113689634","2.19117106277365","2.10720312457657"
"552","1398-12-26","2020-03-16","-2.33379291595899","2.24121094676337","2.13771492230608"
"553","1398-12-27","2020-03-17","0.723863471409381","2.19330431958679","2.13150003729392"
"554","1398-12-28","2020-03-18","-2.06261395949152","2.26270045906946","2.15377448731753"
"555","1399-01-05","2020-03-24","0.829910339285789","2.19784789980875","2.09940665451099"
"556","1399-01-06","2020-03-25","-2.44809635202348","2.07227938312322","2.0022118642379"
"557","1399-01-09","2020-03-28","-2.13666788209999","2.08925066292021","2.00053635537282"
"558","1399-01-10","2020-03-29","-2.4346236760497","1.98391931957185","1.91275388661902"
"559","1399-01-11","2020-03-30","-0.367527255865241","2.00082180260747","1.91009740572647"
"560","1399-01-16","2020-04-04","-3.5457721928271","1.98487312648479","1.91491382541362"
"561","1399-01-17","2020-04-05","-1.13524955059603","1.9612662900381","1.90944342015822"
"562","1399-01-18","2020-04-06","0.73983941727338","1.93158465055392","1.88259973039758"
"563","1399-01-19","2020-04-07","-2.37801767094759","1.96368902430353","1.90691188375424"
"564","1399-01-20","2020-04-08","-2.34983986312951","1.97629429205223","1.9101882843335"
"565","1399-01-23","2020-04-11","-1.75955311832823","1.97861767835304","1.89580218416586"
"566","1399-01-24","2020-04-12","-2.50255990106005","1.98643950261137","1.88439884337645"
"567","1399-01-25","2020-04-13","-0.203351872620239","1.94293053439907","1.84220307841248"
"568","1399-01-26","2020-04-14","-0.30060684355071","1.94313002071789","1.84237746795518"
"569","1399-01-27","2020-04-15","-3.0428755655997","1.94093938916684","1.84053722079815"
"570","1399-01-30","2020-04-18","-3.52110054203045","1.91087848495291","1.81456980711746"
"571","1399-01-31","2020-04-19","-3.11024247967051","1.92365905705404","1.82322388242329"
"572","1399-02-01","2020-04-20","-2.71028318448003","1.94047675447586","1.82951850589263"
"573","1399-02-02","2020-04-21","-2.38902379242596","1.95457255776698","1.82117898496922"
"574","1399-02-03","2020-04-22","-2.1519305651843","1.96090904250982","1.8060030185652"
"575","1399-02-06","2020-04-25","-3.63179127318265","1.90392334340082","1.752154491669"
"576","1399-02-07","2020-04-26","-3.62992280250047","1.9104783183402","1.75340818573722"
"577","1399-02-08","2020-04-27","-2.80457563415482","1.92552841126515","1.76075267418143"
"578","1399-02-09","2020-04-28","-3.05426013865659","1.93594325380542","1.74832032140105"
"579","1399-02-10","2020-04-29","-3.72987557040769","1.94848714402459","1.73927605019143"
"580","1399-02-13","2020-05-02","-4.37883824150749","1.95217115966277","1.73546648511002"
"581","1399-02-14","2020-05-03","-4.14167602443261","1.95999852795523","1.75473435247499"
"582","1399-02-15","2020-05-04","-2.36722038685215","1.96907269881318","1.76033056758585"
"583","1399-02-16","2020-05-05","-0.149596155095644","1.98200994019915","1.7484093684591"
"584","1399-02-17","2020-05-06","0.270381317182533","1.98569759477983","1.76142426000367"
"585","1399-02-20","2020-05-09","-4.23397749820023","2.00767832252659","1.78467956679298"
"586","1399-02-21","2020-05-10","-2.23273969853075","2.2540830297247","1.79164277958505"
"587","1399-02-22","2020-05-11","-0.431436932469076","2.25630798227465","1.77367238003406"
"588","1399-02-23","2020-05-12","2.54391189305121","2.25173250248742","1.77524167625792"
"589","1399-02-24","2020-05-13","0.371015649556306","2.38922355224542","1.87364812014217"
"590","1399-02-27","2020-05-16","3.01122271890772","2.40712004539386","1.90022177595106"
"591","1399-02-28","2020-05-17","1.94438917525197","2.55142686563431","2.01056818351747"
"592","1399-02-29","2020-05-18","-2.72167374424352","2.64813775542005","2.07732745095062"
"593","1399-02-30","2020-05-19","-0.695329719745708","2.65525069521072","2.05875742421287"
"594","1399-02-31","2020-05-20","1.54514873868834","2.66493465876612","2.06350131727854"
"595","1399-03-03","2020-05-23","2.76590173955373","2.46532104119664","2.10593052158137"
"596","1399-03-06","2020-05-26","3.57492757743643","2.58197320870645","2.18941662613859"
"597","1399-03-07","2020-05-27","-1.33260576246261","2.74832098139818","2.31425823491814"
"598","1399-03-10","2020-05-30","-3.65483725877009","2.75079794268758","2.31156085884863"
"599","1399-03-11","2020-05-31","0.317052405007701","2.76385604596618","2.31555416412809"
"600","1399-03-12","2020-06-01","-1.80831040471929","2.77316702788274","2.33239765097164"
"601","1399-03-13","2020-06-02","-4.00887058940178","2.78080226655411","2.32472065241661"
"602","1399-03-17","2020-06-06","-3.84395086297715","2.79194166534468","2.32990092579425"
"603","1399-03-18","2020-06-07","-4.33405428470586","2.79566994327143","2.31393395585374"
"604","1399-03-19","2020-06-08","-0.243864050096931","3.04070928199179","2.32919504776457"
"605","1399-03-20","2020-06-09","0.0709959185043019","2.80031895134056","2.33397997656583"
"606","1399-03-21","2020-06-10","-3.13096584536652","3.02040163248714","2.35360555365748"
"607","1399-03-24","2020-06-13","-3.08773149943811","3.02439196337039","2.34198245746363"
"608","1399-03-25","2020-06-14","0.37351432511894","3.02241197110127","2.34330195888487"
"609","1399-03-26","2020-06-15","-1.23064749833706","2.7442589474658","2.19176248843654"
"610","1399-03-27","2020-06-16","-2.43435483541585","2.76381808393401","2.16647544935618"
"611","1399-03-31","2020-06-20","-3.27617898141437","2.72215576458059","2.09298506913232"
"612","1399-04-01","2020-06-21","-2.34787417323332","2.688598152605","2.03753100203571"
"613","1399-04-02","2020-06-22","-3.08578295131827","2.70485173617859","2.03531182038537"
"614","1399-04-03","2020-06-23","-3.61940436444392","2.69946891645978","2.02274594605732"
"615","1399-04-04","2020-06-24","-2.023076536193","2.69404321965722","2.01463053624076"
"616","1399-04-07","2020-06-27","-3.24549377569383","2.51186876007431","2.00700241131178"
"617","1399-04-08","2020-06-28","-1.7342166024493","2.5232828133357","2.00014495892592"
"618","1399-04-09","2020-06-29","0.671808160444343","2.5176545111491","2.00202212510041"
"619","1399-04-10","2020-06-30","-4.28666706803629","2.53523361981282","2.02040184262245"
"620","1399-04-11","2020-07-01","-4.18174097044108","2.53670547383194","2.00532199159377"
"621","1399-04-14","2020-07-04","-0.521996223809928","2.71261898302832","1.96936487278429"
"622","1399-04-15","2020-07-05","-2.08055490032013","2.51517423094688","1.97913306900847"
"623","1399-04-16","2020-07-06","-3.73040922815289","2.69172394057476","1.97483805117693"
"624","1399-04-17","2020-07-07","-1.65803770881485","2.709567567967","1.96042401284487"
"625","1399-04-18","2020-07-08","-0.375020285433258","2.53228209772479","1.94767515616364"
"626","1399-04-21","2020-07-11","0.703242515202263","2.53122297509587","1.96251057449446"
"627","1399-04-22","2020-07-12","-4.02335871280872","2.72932933735472","1.97401513795038"
"628","1399-04-23","2020-07-13","-0.508402063424818","2.70632968134461","1.9644313561808"
"629","1399-04-24","2020-07-14","-1.24486253094513","2.70686216960655","1.98157386212935"
"630","1399-04-25","2020-07-15","0.173959412481572","2.71769917595667","1.96803562889309"
"631","1399-04-28","2020-07-18","1.78201008809573","2.70945074395489","1.99139394464236"
"632","1399-04-29","2020-07-19","-3.04064609733672","2.75043969957649","2.06137219261274"
"633","1399-04-30","2020-07-20","-3.15696986742147","2.75960980493986","2.04350970682734"
"634","1399-04-31","2020-07-21","0.450451775023986","2.73362240042444","1.97373130608136"
"635","1399-05-01","2020-07-22","0.788348578080011","2.71935349607025","2.01050616915983"
"636","1399-05-04","2020-07-25","-2.68630744448277","2.7220736412802","2.04005234262598"
"637","1399-05-05","2020-07-26","0.350028910882827","2.73220548032997","2.03971779319671"
"638","1399-05-06","2020-07-27","0.626318116033175","2.7121367547504","2.06158126091935"
"639","1399-05-07","2020-07-28","-0.374589248483481","2.71051282584289","2.05205692235306"
"640","1399-05-08","2020-07-29","1.91757951154603","2.69219769978098","2.06553879190282"
"641","1399-05-11","2020-08-01","-2.96443850912418","2.73716213581316","2.12865824940103"
"642","1399-05-12","2020-08-02","-2.51212127968117","2.74222127696956","2.12607490164013"
"643","1399-05-13","2020-08-03","0.90810687670988","2.73091637039518","2.11607455048567"
"644","1399-05-14","2020-08-04","-0.0854581628720652","2.74303250430485","2.16190146617976"
"645","1399-05-15","2020-08-05","-1.94326285161885","2.74188966365865","2.17617095633265"
"646","1399-05-19","2020-08-09","-2.15700614452796","2.56793377626049","2.03609379994419"
"647","1399-05-20","2020-08-10","0.648341972397048","2.57762220914829","2.03508197231901"
"648","1399-05-21","2020-08-11","3.2116698476429","2.55736960016326","2.07511145296449"
"649","1399-05-22","2020-08-12","1.22778710088909","2.68701357544625","2.20160303185043"
"650","1399-05-25","2020-08-15","3.72188079839439","2.6870812100432","2.25339837418596"
"651","1399-05-26","2020-08-16","4.82772911290734","2.79955705203703","2.35006535754814"
"652","1399-05-27","2020-08-17","-0.120628659042588","2.96799573523719","2.44644796597506"
"653","1399-05-28","2020-08-18","-0.527219902499354","2.8678724955846","2.36607150122023"
"654","1399-05-29","2020-08-19","3.80351426606538","2.97153063980136","2.35862578829528"
