Jdate,Loss,VaRGld,VaRNor
1397-01-26,0.311534023,0.593235588,0.680079969
1397-01-27,0.502680781,0.59919863,0.684691722
1397-01-28,-0.017274873,0.613050776,0.695753837
1397-01-29,-0.001151552,0.613040357,0.695742027
1397-02-01,0.270455158,0.612116265,0.694062483
1397-02-02,0.813242256,0.616242871,0.697868883
1397-02-03,0.206256956,0.646318455,0.719854743
1397-02-04,-0.293102873,0.647880515,0.724306856
1397-02-05,-0.232135305,0.664349221,0.72294094
1397-02-08,0.54125227,0.664365685,0.722900677
1397-02-09,0.509225679,0.678319367,0.734844815
1397-02-10,0.233307326,0.688821797,0.746136746
1397-02-11,-0.026923221,0.669310516,0.750146465
1397-02-15,0.547901969,0.678491964,0.737050399
1397-02-16,0.269641815,0.691955464,0.74942873
1397-02-17,-0.339756412,0.677644316,0.752872011
1397-02-18,-0.471057246,0.680007979,0.749979263
1397-02-19,-0.091085337,0.681887085,0.750079402
1397-02-22,-0.21323993,0.677210022,0.742850961
1397-02-23,-0.29214583,0.678793035,0.741177052
1397-02-24,-0.569284406,0.679799905,0.740837066
1397-02-25,-0.213597199,0.68744734,0.740903596
1397-02-26,-0.036134533,0.686986288,0.739780124
1397-02-29,-0.171434657,0.686662753,0.741079203
1397-02-30,-0.035008503,0.675001473,0.728749262
1397-02-31,-0.09560642,0.670800517,0.727037008
1397-03-01,-0.00262526,0.670063153,0.726212329
1397-03-02,-0.225619724,0.670028492,0.726185374
1397-03-05,-0.364988718,0.775101282,0.703352912
1397-03-06,0.175530293,0.686094126,0.692094908
1397-03-07,0.10086025,0.686576157,0.692812602
1397-03-08,0.125694478,0.685866963,0.694852252
1397-03-09,-0.175928066,0.686031999,0.695393992
1397-03-12,-0.390854126,0.689060781,0.671187085
1397-03-13,-0.048866715,0.694034735,0.666550761
1397-03-19,-0.081530275,0.694392313,0.65900295
1397-03-20,0.167922828,0.693563326,0.655701421
1397-03-21,0.071442245,0.691707271,0.654102709
1397-03-22,-0.552787944,0.669107253,0.63818986
1397-03-23,-2.831030562,0.579672802,0.558827579
1397-03-27,-3.280277201,0.561311078,0.690789687
1397-03-28,-2.010929372,0.5494921,0.830376119
1397-03-29,-1.867588787,0.542463956,0.859592248
1397-03-30,-2.199766475,0.540844014,0.887179041
1397-04-02,-0.484254017,0.541439047,0.922156112
1397-04-03,-2.402235602,0.543429291,0.92014257
1397-04-04,-2.740232659,0.542714437,0.956832554
1397-04-05,1.440150958,0.544180048,1.007213703
1397-04-06,1.959480534,0.60869475,1.052821907
1397-04-09,-0.182541906,0.695161806,1.122366029
1397-04-10,2.57399589,0.691587339,1.123840578
1397-04-11,-1.137086924,0.795840102,1.225477349
1397-04-12,-2.167946144,0.800501366,1.227900415
1397-04-13,-0.127648331,0.809550749,1.246663258
1397-04-16,1.286937064,0.79203078,1.234469785
1397-04-17,0.18043925,0.836487081,1.268993074
1397-04-19,0.002165084,0.834156625,1.275022872
1397-04-20,1.219779131,0.831678933,1.277672223
1397-04-23,0.538867177,0.873219734,1.303552471
1397-04-24,0.778200416,0.887477102,1.313016045
1397-04-25,-0.034877971,0.903593002,1.321960498
1397-04-26,0.305154792,0.890839789,1.313744754
1397-04-27,0.003711312,0.886587036,1.311447329
1397-04-30,-0.480303563,0.876011293,1.305003474
1397-04-31,-0.49307807,0.880595569,1.302648373
1397-05-01,0.158076484,0.88393885,1.301413858
1397-05-02,0.242335234,0.884906345,1.302111719
1397-05-03,-0.372198813,0.885842098,1.308421276
1397-05-04,0,0.874792398,1.296805242
1397-05-05,0,0.87415017,1.29828066
1397-05-06,-2.789584451,0.87306296,1.300064493
1397-05-07,-1.749389628,0.883862981,1.341215169
1397-05-08,-2.521426936,0.895557942,1.348437625
1397-05-09,-3.710713918,0.907338429,1.371119553
1397-05-10,-2.266534366,0.914056915,1.435734018
1397-05-13,-0.324117801,0.926290092,1.447145296
1397-05-14,-3.239422864,0.928238355,1.443963761
1397-05-15,-3.729035455,0.937700415,1.480101379
1397-05-16,-0.191898009,0.904783187,1.531695194
1397-05-17,1.556239113,0.910022325,1.529330537
1397-05-20,1.92517213,1.008176429,1.56595872
1397-05-21,-0.686017482,1.074669044,1.607745448
1397-05-22,1.067400778,1.07836827,1.60132875
1397-05-23,-1.853972002,1.111875978,1.621010472
1397-05-24,0.344906285,1.119963738,1.6168949
1397-05-27,-0.808285831,1.124217323,1.620441253
1397-05-28,-2.120500409,1.125362362,1.609655082
1397-05-29,-2.002883909,1.221132976,1.600570489
1397-05-30,0.118474302,1.206689942,1.601777419
1397-06-03,0.41514548,1.200178924,1.60521682
1397-06-04,-1.628983447,1.167642236,1.596032323
1397-06-05,-1.238202098,1.161389641,1.591355477
1397-06-06,2.557785362,1.16289849,1.586972645
1397-06-07,-0.515246458,1.384872574,1.672266118
1397-06-10,0.996199144,1.384141087,1.668615079
1397-06-11,1.804146853,1.417885033,1.68992074
1397-06-12,-1.176287733,1.532212712,1.737207468
1397-06-13,-1.995369992,1.514275494,1.734021751
1397-06-14,0.195576381,1.497920312,1.733769513
1397-06-17,-1.380623344,1.490382539,1.737619999
1397-06-18,-1.848964432,1.494664058,1.724132289
1397-06-19,-3.294734229,1.494025261,1.711689812
1397-06-20,-1.068363748,1.450315028,1.739257776
1397-06-21,-4.271185211,1.4745234,1.724152846
1397-06-24,-1.952994617,1.421775807,1.762172739
1397-06-25,1.535259168,1.418760098,1.749800219
1397-06-26,-1.505340552,1.492082685,1.777828133
1397-06-27,0.471274548,1.486537089,1.768455454
1397-06-31,-2.019467315,1.481889537,1.776944732
1397-07-01,-2.785042767,1.485985866,1.765130975
1397-07-02,-2.129318728,1.434678372,1.749912603
1397-07-03,-3.49263408,1.441869031,1.738535066
1397-07-04,-3.387986603,1.446805444,1.755513116
1397-07-07,-3.67961777,1.467912098,1.767392749
1397-07-08,-4.025482976,1.44715825,1.769565417
1397-07-09,-0.19263458,1.491892568,1.778133619
1397-07-10,3.763829649,1.439694543,1.770761176
1397-07-11,1.444629152,1.6606537,1.907929873
1397-07-14,0.79758136,1.698059673,1.931698967
1397-07-15,4.253457907,1.767629136,1.943149796
1397-07-16,0.701870233,2.150916124,2.104919896
1397-07-17,-3.180927512,2.137326793,2.124386551
1397-07-18,-0.092908019,1.979044462,2.124822694
1397-07-21,3.360924026,1.978470042,2.12652846
1397-07-22,0.118104601,2.141002613,2.235409603
1397-07-23,-3.249946503,2.138429537,2.244359594
1397-07-24,-1.22862377,2.152069144,2.246727142
1397-07-25,-0.051946178,2.182057572,2.235348192
1397-07-28,-3.0401402,2.17514563,2.237064296
1397-07-29,-0.456174613,2.466862981,2.232690691
1397-07-30,0.879658731,2.178176334,2.227966134
1397-08-01,1.318816126,2.412748236,2.245224313
1397-08-02,2.324857758,2.227733077,2.276713338
1397-08-05,1.232964764,2.495238892,2.34122778
1397-08-06,-0.993475744,2.334483053,2.363702444
1397-08-07,-1.425130978,2.342936832,2.351619743
1397-08-09,-0.08063575,2.517993079,2.337116992
1397-08-12,-0.044436436,2.512974832,2.338454284
1397-08-13,0.289436435,2.351191258,2.343034612
1397-08-14,-0.676261382,2.529946599,2.348509095
1397-08-15,-0.509452161,2.512437442,2.341506808
1397-08-19,0.470743278,2.519635015,2.332245127
1397-08-20,1.952819447,2.525163071,2.33927188
1397-08-21,-0.850644459,2.558839058,2.392414762
1397-08-22,-0.5475846,2.569457206,2.389745869
1397-08-23,0.6669676,2.398024799,2.383465276
1397-08-26,1.759956916,2.388856411,2.406201378
1397-08-27,2.986568981,2.629566271,2.456016883
1397-08-28,-1.293072856,2.545208624,2.545586478
1397-08-29,-0.364601716,2.523578503,2.540904381
1397-08-30,0.423373423,2.764318396,2.543715788
1397-09-03,2.571170912,2.500146291,2.553512182
1397-09-05,2.836534514,2.558142355,2.588444693
1397-09-06,-0.441343831,2.607552195,2.618335725
1397-09-07,2.071367724,2.609252095,2.615674978
1397-09-10,2.421617973,2.582002534,2.598892183
1397-09-11,-2.033988576,2.663030608,2.664778143
1397-09-12,-1.922031078,2.661449403,2.664039419
1397-09-13,0.363066017,2.654240106,2.657021715
1397-09-14,-0.696655289,2.636860952,2.638478399
1397-09-17,-0.133615517,2.642498263,2.629047023
1397-09-18,0.114978885,2.900477614,2.627354149
1397-09-19,-0.014798966,2.625889464,2.606464656
1397-09-20,0.408764286,2.622143092,2.597904399
1397-09-21,0.532531022,2.615583298,2.591106154
1397-09-24,0.525228743,2.619676569,2.599834263
1397-09-25,1.703199415,2.621551704,2.603530823
1397-09-26,1.218339081,2.655462454,2.638379846
1397-09-27,0.378493398,2.667456776,2.665756964
1397-09-28,1.943533489,2.663024403,2.676488883
1397-10-01,0.986829464,2.897941674,2.715282447
1397-10-02,-1.377267876,2.708096613,2.728558272
1397-10-03,-0.503028327,2.714722433,2.723438862
1397-10-04,0.339467108,2.72003873,2.718165092
1397-10-05,-0.947013045,2.717502975,2.722948041
1397-10-08,-1.460032696,2.713629771,2.716572401
1397-10-09,-0.332708751,2.719900421,2.716185667
1397-10-10,-0.059185333,2.703520746,2.716302083
1397-10-11,-0.269454303,2.695410018,2.700550144
1397-10-12,0.583691857,2.684880148,2.702040399
1397-10-15,-0.12950059,2.683580374,2.71384579
1397-10-16,-0.104471955,2.674193911,2.703432749
1397-10-17,-0.647593081,2.667503588,2.68180029
1397-10-18,-1.007453414,2.67137336,2.678398555
1397-10-19,-0.52445918,2.655571397,2.642585634
1397-10-22,-0.060953552,2.905509325,2.598123717
1397-10-23,0.264765562,2.612147186,2.603317309
1397-10-24,-0.12308995,2.598049619,2.588897368
1397-10-25,-0.453805643,2.968743251,2.593294325
1397-10-26,-0.090321281,2.961630455,2.584346455
1397-10-29,-0.323218744,2.99066998,2.589744657
1397-10-30,0.335236737,2.98344877,2.590028363
1397-11-01,2.230889536,2.554809268,2.598386624
1397-11-02,-0.544149228,2.614630632,2.645438446
1397-11-03,-0.083009313,2.616883478,2.635303578
1397-11-06,0.284802773,2.604393501,2.64012294
1397-11-07,1.039061179,2.595052573,2.650065203
1397-11-08,0.611199964,2.533150313,2.60749706
1397-11-09,-0.209268911,2.53406044,2.620450003
1397-11-10,-0.088563545,2.521450711,2.602621768
1397-11-13,0.274558716,2.47779283,2.565921112
1397-11-14,1.576398629,2.468809747,2.575930132
1397-11-15,-0.436717222,2.489034767,2.608010488
1397-11-16,-0.221402001,2.491641058,2.601877373
1397-11-17,-0.089168045,2.480938969,2.605505407
1397-11-21,0.042460073,2.466681688,2.607871658
1397-11-23,0.312791087,2.451293262,2.589792053
1397-11-24,0.420256508,2.442909227,2.598814374
1397-11-27,0.125435574,2.438450046,2.554842189
1397-11-28,0.612000687,2.422715138,2.555414263
1397-11-29,-0.351659139,2.392569183,2.53631886
1397-11-30,-0.434522223,2.381014066,2.536272213
1397-12-01,-1.326717201,2.380675108,2.527427274
1397-12-04,-2.951993354,2.377413112,2.521993937
1397-12-05,-1.067227894,2.377351299,2.525393657
1397-12-06,-0.458681806,2.372316207,2.51774505
1397-12-07,1.255741137,2.904698225,2.482234744
1397-12-08,-0.35326528,2.879715825,2.469552373
1397-12-11,0.561055195,2.850740583,2.422374932
1397-12-12,-0.044037189,2.397570346,2.366146768
1397-12-13,0.124193269,2.395997004,2.367072192
1397-12-14,1.006641262,2.248674002,2.252656528
1397-12-15,-0.143629398,2.231539872,2.242490262
1397-12-18,-0.110485515,2.217879883,2.231049271
1397-12-19,-0.893562972,2.418729203,2.079114855
1397-12-20,-1.748527786,2.421062195,2.067206631
1397-12-21,-0.321044223,2.398253905,2.032919447
1397-12-22,-0.715557854,2.39678963,2.031583433
1397-12-25,-1.18117858,2.239344783,1.921703964
1397-12-26,-0.813396351,2.231961317,1.919273969
1397-12-27,-1.938116691,1.952127441,1.871806049
1397-12-28,-1.55706911,1.948798328,1.881467865
1398-01-05,-0.299117124,1.959985146,1.884797699
1398-01-06,-0.318753827,1.969366817,1.843997028
1398-01-07,-0.983100497,1.967372851,1.844438954
1398-01-10,-2.079985501,1.958603128,1.82906662
1398-01-11,0.041495892,1.92704181,1.815993062
1398-01-17,-0.674743817,1.839439318,1.754157372
1398-01-18,-0.82128695,1.808430159,1.727034654
1398-01-19,-0.275575444,1.806555355,1.726468543
1398-01-20,-0.966874796,1.795118556,1.723490793
1398-01-21,-1.848735574,1.806012632,1.72149312
1398-01-24,-0.629220871,1.816611908,1.728287256
1398-01-25,-0.450514298,1.818098967,1.720967494
1398-01-26,-2.87622,1.814568624,1.721468352
1398-01-27,-0.042110833,1.809077737,1.75440369
1398-01-28,0.9853189,1.799605264,1.747272648
1398-01-31,-2.208424137,1.75555317,1.716215036
1398-02-02,0.026082874,1.757104178,1.73098392
1398-02-03,0.71934187,1.753662871,1.735246346
1398-02-04,-0.452200584,1.755696701,1.736346286
1398-02-07,-0.73851806,1.693617129,1.690641577
1398-02-08,-1.908960867,1.570364663,1.585201337
1398-02-09,-2.652146727,1.571584979,1.592535241
1398-02-10,-0.82241971,1.577453682,1.615378687
1398-02-11,-1.587665661,1.575310717,1.603475571
1398-02-14,-2.015185849,1.774630611,1.519796219
1398-02-15,0.237291398,1.354032061,1.423578028
1398-02-16,3.745431569,1.356355831,1.432005045
1398-02-17,3.596227986,1.781258539,1.527899861
1398-02-18,-1.500238367,1.522450006,1.594577562
1398-02-21,1.041248507,1.521242437,1.58817926
1398-02-22,2.461548374,1.542385665,1.60793583
1398-02-23,-1.788397457,1.639518897,1.676395787
1398-02-24,-1.904571559,1.649113421,1.68167862
1398-02-25,0.34468421,1.664461653,1.684209729
1398-02-28,-0.816446648,1.669257524,1.687858529
1398-02-29,-0.048778288,1.675326998,1.682198305
1398-02-30,0.461383667,1.666248148,1.675190215
1398-02-31,-1.508308112,1.663910236,1.6737879
1398-03-01,-0.035792295,1.663731723,1.661021784
1398-03-04,0.397874433,1.595862095,1.617935358
1398-03-05,-1.50954004,1.561051567,1.597630965
1398-03-07,-2.577067795,1.564594929,1.586688093
1398-03-08,-0.54631202,1.490885934,1.542865075
1398-03-11,0.934965633,1.455919643,1.515880948
1398-03-12,-0.96507557,1.478802357,1.542211801
1398-03-13,-1.08034266,1.484630066,1.540319936
1398-03-18,0.041950191,1.483248989,1.527114001
1398-03-19,-1.279027371,1.478646945,1.535207416
1398-03-20,-0.199488629,1.476886457,1.53435407
1398-03-21,-0.15179488,1.476606884,1.535778083
1398-03-22,-1.179097753,1.475990023,1.534580356
1398-03-25,-0.348605387,1.485951136,1.53062233
1398-03-26,-1.715793067,1.466406673,1.515483038
1398-03-27,0.024980011,1.480594851,1.512497237
1398-03-28,0.426039374,1.482507258,1.514346318
1398-03-29,0.961307123,1.492679677,1.528530564
1398-04-01,0.423794621,1.51952318,1.556508229
1398-04-02,-1.51645224,1.528550752,1.5694289
1398-04-03,-2.128372858,1.586172497,1.564344408
1398-04-04,-1.037849087,1.587145327,1.559950315
1398-04-05,-1.409488845,1.583714666,1.553670819
1398-04-09,0.018024151,1.585779496,1.551532963
1398-04-10,0.56914684,1.587795109,1.553094343
1398-04-11,-0.465646269,1.791039833,1.567805086
1398-04-12,-0.268734378,1.593476818,1.556643159
1398-04-15,1.415263749,1.696491172,1.485389397
1398-04-16,-0.407365497,1.746905878,1.526854236
1398-04-17,-1.131785103,1.742953073,1.523065352
1398-04-18,0.215475474,1.7303952,1.509809098
1398-04-19,-0.36360889,1.703292335,1.490113214
1398-04-22,-0.392982014,1.501098181,1.473379132
1398-04-23,-1.179268492,1.498898861,1.471286584
1398-04-24,0.108309435,1.493774901,1.463781665
1398-04-25,2.816680506,1.48951369,1.460730775
1398-04-26,-0.211861349,1.553111698,1.517206744
1398-04-29,0.143138753,1.552884634,1.519688135
1398-04-30,-1.299839506,1.557645242,1.525097675
1398-04-31,-1.350756854,1.567104459,1.51775151
1398-05-01,0.705287961,1.575115505,1.508298218
1398-05-02,-0.629307776,1.590017311,1.517105048
1398-05-05,0.233281968,1.578253482,1.502137307
1398-05-06,-0.019540226,1.581204723,1.504092869
1398-05-07,-0.064816083,1.561433929,1.491621271
1398-05-08,-0.162172979,1.563203933,1.495350537
1398-05-09,-0.61008129,1.563399688,1.498551302
1398-05-12,-0.00322264,1.55467621,1.500468051
1398-05-13,-0.422092217,1.55275578,1.486948617
1398-05-14,-0.456047351,1.545168884,1.49024521
1398-05-15,0.46317005,1.545196544,1.490268986
1398-05-16,0.136564292,1.507867856,1.468630553
1398-05-19,-0.056066013,1.512879591,1.475458796
1398-05-20,-0.222934128,1.494025857,1.463753448
1398-05-22,-0.476048975,1.49273696,1.461309082
1398-05-23,-1.656505994,1.488077019,1.453429425
1398-05-26,-0.005470571,1.45924067,1.423407865
1398-05-27,0.158423365,1.461079763,1.425472234
1398-05-28,-0.74399169,1.466737063,1.429851811
1398-05-30,-1.204471756,1.464823476,1.430524072
1398-06-02,-1.439608622,1.460087421,1.427931956
1398-06-03,0.282190067,1.472175164,1.423891588
1398-06-04,-2.075623163,1.479520799,1.436760244
1398-06-05,-1.300516738,1.48388496,1.442782478
1398-06-06,-0.07358949,1.490034445,1.442131055
1398-06-09,-1.941838949,1.477051896,1.445731977
1398-06-10,-0.692886996,1.478036448,1.449005609
1398-06-11,1.072470101,1.480950553,1.445481151
1398-06-12,-0.883136134,1.525080965,1.474604508
1398-06-13,-1.599646165,1.523862501,1.474882665
1398-06-16,-1.512768424,1.523747257,1.470189452
1398-06-17,-0.720476542,1.53395266,1.461616063
1398-06-20,-1.072274745,1.534530142,1.461334688
1398-06-23,-1.498859611,1.537768715,1.460645829
1398-06-24,0.680361945,1.549977769,1.456149154
1398-06-25,-1.157805247,1.567587799,1.478958876
1398-06-26,1.261564237,1.56307386,1.475557535
1398-06-27,2.655256122,1.612338521,1.512980597
1398-06-30,-1.19823181,1.739703983,1.605449395
1398-06-31,-1.464141329,1.747814925,1.584679867
1398-07-01,-3.05375153,1.760238329,1.578096415
1398-07-02,-0.235730764,1.722728631,1.572828903
1398-07-03,-0.703049436,1.711813472,1.570817455
1398-07-06,-1.770035829,1.712745752,1.56310518
1398-07-07,0.555655776,1.700576907,1.542438314
1398-07-08,-2.008072682,1.718971127,1.558603995
1398-07-09,-0.427840678,1.72857737,1.562083987
1398-07-10,-0.005856962,1.715539451,1.562004632
1398-07-13,-0.363807613,1.712237696,1.555201968
1398-07-14,2.192286827,1.707688752,1.558415962
1398-07-15,-0.218774132,1.793771791,1.629039747
1398-07-16,2.027172905,1.780360953,1.628080432
1398-07-17,0.452799885,1.862605428,1.679969743
1398-07-20,-2.837719534,1.68731789,1.540150104
1398-07-21,-1.274524365,1.667517349,1.408631697
1398-07-22,1.956282096,1.664017294,1.407656672
1398-07-23,3.464667549,1.706239838,1.441461317
1398-07-24,-0.213831143,1.611974144,1.498454488
1398-07-28,2.700254431,1.599146938,1.500253986
1398-07-29,-0.259127509,1.713546846,1.592673276
1398-07-30,-2.012163129,1.70385247,1.58370336
1398-08-01,0.816551724,1.711254467,1.589442528
1398-08-04,0.773995284,1.738129669,1.606345507
1398-08-06,-0.827053791,1.750263033,1.613399286
1398-08-08,-1.199238843,1.742312381,1.612393531
1398-08-11,0.30113632,1.752013299,1.605478451
1398-08-12,-0.074697534,1.749116153,1.603638438
1398-08-13,1.39641737,1.736404909,1.608776748
1398-08-14,-0.215308135,1.784119721,1.632326368
1398-08-18,-0.172024517,1.781448288,1.635133512
1398-08-19,1.006754536,1.749798356,1.614182771
1398-08-20,-0.378746379,1.776273586,1.641694055
1398-08-21,-0.888051255,1.767121069,1.644180311
1398-08-22,-0.142989981,1.7725905,1.636986519
1398-08-25,0.067852387,1.760106458,1.64128832
1398-08-26,1.492149497,1.762548293,1.644632848
1398-08-27,-0.127490052,1.818623328,1.681423022
1398-08-28,-0.646084628,1.807181808,1.685865036
1398-08-29,-0.101199726,1.810725167,1.683995812
1398-09-02,-0.204873974,1.796478177,1.684947391
1398-09-03,-0.049558675,1.795150135,1.682270025
1398-09-04,-0.880166763,1.784352538,1.674897903
1398-09-05,-0.37730552,1.759156798,1.649772361
1398-09-06,-0.511152017,1.746679111,1.638883889
1398-09-09,-1.073101835,1.733803484,1.638161735
1398-09-10,-1.289412525,1.732348492,1.628555866
1398-09-11,-0.477190698,1.735787119,1.629343836
1398-09-12,-0.193320218,1.722782812,1.629236145
1398-09-13,-0.532688136,1.72006524,1.62673909
1398-09-16,-1.567940707,1.701498941,1.611981515
1398-09-17,-1.497289375,1.715769958,1.613055134
1398-09-18,-0.964997572,1.731168763,1.611693137
1398-09-19,-1.078878234,1.680977756,1.571691562
1398-09-20,0.014083241,1.690866169,1.569359899
1398-09-23,-1.144094378,1.682580402,1.576259927
1398-09-24,-0.239538007,1.685143777,1.566253775
1398-09-25,-0.108190118,1.684693259,1.567460146
1398-09-26,-0.689399242,1.6848578,1.570424698
1398-09-27,-0.990235622,1.67702645,1.5708045
1398-09-30,-1.043314681,1.68004553,1.562312851
1398-10-01,-0.766665291,1.556747492,1.458154875
1398-10-02,-0.738573245,1.561256653,1.45393026
1398-10-03,-0.802027733,1.557229311,1.444673752
1398-10-04,0.323745005,1.549632744,1.444457069
1398-10-07,-1.795990614,1.551398706,1.456560704
1398-10-08,-0.569002921,1.535006194,1.439492257
1398-10-09,-1.56127547,1.534384094,1.439867173
1398-10-10,-0.389311488,1.53668284,1.430170379
1398-10-11,-1.862328532,1.532958254,1.425650621
1398-10-14,4.462983357,1.543669484,1.423130387
1398-10-15,0.414295245,1.761917121,1.62887
1398-10-17,1.924358367,1.78047539,1.642183581
1398-10-18,1.413197908,1.864116733,1.693513179
1398-10-21,-1.681534309,1.925636938,1.730533034
1398-10-22,-4.308950294,1.94144159,1.730530407
1398-10-23,-4.270140295,1.89358276,1.778576615
1398-10-24,-0.983368565,1.839823838,1.824603746
1398-10-25,-0.888335486,1.831034038,1.816800958
1398-10-28,-2.598885742,1.825155232,1.81142215
1398-10-29,-0.1783937,1.843069292,1.818207256
1398-10-30,0.21613598,1.845189635,1.82425427
1398-11-01,0.931318875,1.850851908,1.827773038
1398-11-02,-1.273260013,1.907569836,1.843932415
1398-11-05,-1.398309747,1.873824831,1.842401835
1398-11-06,-0.313798272,1.918375791,1.842487617
1398-11-07,-0.561516314,1.906606352,1.847450454
1398-11-08,-1.526649965,1.861449462,1.836547834
1398-11-12,0.223713399,1.853326838,1.833060411
1398-11-13,-0.475678678,1.893578077,1.845553317
1398-11-14,-2.459640645,1.861787301,1.841047608
1398-11-15,-0.300064167,1.887352567,1.84681497
1398-11-16,-1.285435531,1.886258033,1.850226137
1398-11-19,-1.546246137,1.850068315,1.818808914
1398-11-20,-0.391466445,1.83779962,1.818405926
1398-11-21,1.656024779,1.845949205,1.822178999
1398-11-23,-2.632525759,1.904991466,1.87060185
1398-11-26,-0.631616704,1.916005889,1.880036454
1398-11-27,-2.302671347,1.910069127,1.882085748
1398-11-28,-0.855725529,1.912340306,1.887932181
1398-11-29,0.98897135,1.886592419,1.867169194
1398-11-30,-1.395640863,1.919919781,1.896190447
1398-12-03,-0.633449264,1.878440085,1.859663326
1398-12-04,-3.48897556,1.757201581,1.77223051
1398-12-05,-0.963722961,1.756936869,1.799432897
1398-12-06,-2.891278968,1.749476252,1.800119148
1398-12-07,-1.024257878,1.750784903,1.797055265
